LXX-GK
Septuagint, Greek text (Swete 1887-1930, public domain; digitized word-database by Eliran Wong, github.com/eliranwong/LXX-Swete-1930, GPL-3.0 compilation). Versification follows the LXX (Psalms run one behind the Hebrew), matching bibles/lxx.txt (Brenton).
Genesis 1:1	ΕΝ ΑΡΧΗ ἐποίησεν ὁ θεὸς τὸν οὐρανὸν καὶ τὴν γῆν.
Genesis 4:17	Καὶ ἔγνω Κάιν τὴν γυναῖκα αὐτοῦ, καὶ ⸂⸆⸃ συλλαβοῦσα ἔτεκεν τὸν Ἑνώχ. καὶ ἦν οἰκοδομῶν πόλιν· καὶ ἐπωνόμασεν τὴν πόλιν ἐπὶ τῷ ὀνόματι τοῦ υἱοῦ αὐτοῦ Ἑνώχ.
Genesis 4:18	ἐγενήθη δὲ τῷ Ἑνὼχ Γαιδάδ, καὶ Γαιδὰδ ἐγέννησεν τὸν Μαιήλ, καὶ Μαιὴλ ἐγέννησεν τὸν Μαθουσαλά, καὶ Μαθουσαλὰ ἐγέννησεν ⸆ τὸν Λάμεχ.
Genesis 4:19	καὶ ἔλαβεν ἑαυτῷ Λάμεχ δύο γυναῖκας· ὄνομα τῇ μιᾷ Ἀδά, καὶ ὄνομα τῇ δευτέρᾳ Σελλά.
Genesis 4:20	καὶ ἔτεκεν Ἀδὰ τὸν Ἰωβέλ· οὗτος ἦν ὁ πατὴρ οἰκούντων ἐν σκηναῖς κτηνοτρόφων.
Genesis 4:21	καὶ ὄνομα τῷ ἀδελφῷ αὐτοῦ Ἰουβάλ· οὗτος ἦν ὁ καταδείξας ψαλτήριον καὶ κιθάραν.
Genesis 4:22	Σελλὰ δὲ ἔτεκεν καὶ αὐτὴ τὸν Θόβελ· καὶ ἦν σφυροκόπος χαλκεὺς χαλκοῦ καὶ σιδήρου. ἀδελφὴ δὲ Θόβελ Νοεμά.
Genesis 4:23	εἶπεν δὲ Λάμεχ ταῖς ἑαυτοῦ γυναιξίν Ἀδὰ καὶ Σελλά, ἀκούσατέ μου τῆς φωνῆς· γυναῖκες Λάμεχ, ἐνωτίσασθέ μου τοὺς λόγους· ὅτι ἄνδρα ἀπέκτεινα εἰς τραῦμα ἐμοί, καὶ νεανίσκον εἰς μώλωπα ἐμοί·
Genesis 4:24	ὅτι ἑπτάκις ἐκδεδίκηται ἐκ Κάιν, ἐκ δὲ Λάμεχ ἑβδομηκοντάκις ἑπτά.
Genesis 4:25	⸂⸆⸃ Ἔγνω δὲ Ἀδὰμ Εὕαν τὴν γυναῖκα αὐτοῦ, καὶ συλλαβοῦσα ἔτεκεν υἱόν. καὶ ἐπωνόμασεν τὸ ὄνομα αὐτοῦ Σὴθ λέγουσα Ἐξανέστησεν γάρ μοι ὁ θεὸς σπέρμα ἕτερον ἀντὶ Ἅβελ, ὃν ἀπέκτεινεν Κάιν.
Genesis 4:26	καὶ τῷ Σὴθ ἐγένετο υἱός, ἐπωνόμασεν δὲ τὸ ὄνομα αὐτοῦ Ἐνώς· οὗτος ἤλπισεν ἐπικαλεῖσθαι τὸ ὄνομα Κυρίου τοῦ θεοῦ.
Genesis 5:1	Αὕτη ἡ βίβλος γενέσεως ἀνθρώπων. ᾗ ἡμέρᾳ ἐποίησεν ὁ θεὸς τὸν Ἀδάμ, κατ᾽ εἰκόνα θεοῦ ἐποίησεν αὐτόν·
Genesis 5:2	ἄρσεν καὶ θῆλυ ἐποίησεν αὐτούς, καὶ εὐλόγησεν αὐτούς. καὶ ἐπωνόμασεν τὸ ὄνομα αὐτῶν Ἀδάμ, ᾗ ἡμέρᾳ ἐποίησεν αὐτούς.
Genesis 5:3	ἔζησεν δὲ Ἀδὰμ διακόσια καὶ τριάκοντα ἔτη, καὶ ἐγέννησεν κατὰ τὴν εἰδέαν αὐτοῦ καὶ κατὰ τὴν εἰκόνα αὐτοῦ· καὶ ἐπωνόμασεν τὸ ὄνομα αὐτοῦ Σήθ.
Genesis 5:4	ἐγένοντο δὲ αἱ ἡμέραι Ἀδὰμ μετὰ τὸ γεννῆσαι αὐτὸν τὸν Σὴθ ἑπτακόσια ἔτη, καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας.
Genesis 5:5	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Ἀδὰμ ἃς ἔζησεν ἐννακόσια καὶ τριάκοντα ἔτη, καὶ ἀπέθανεν.
Genesis 5:6	Ἔζησεν δὲ Σὴθ διακόσια καὶ πέντε ἔτη, καὶ ἐγέννησεν τὸν Ἐνώς.
Genesis 5:7	καὶ ἔζησεν Σὴθ μετὰ τὸ γεννῆσαι αὐτὸν τὸν Ἐνὼς ἑπτακόσια καὶ ἑπτὰ ἔτη, καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας.
Genesis 5:8	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Σὴθ ἐννακόσια δώδεκα ἔτη, καὶ ἀπέθανεν.
Genesis 5:9	Καὶ ἔζησεν Ἐνὼς ἑκατὸν ἐνενήκοντα ἔτη, καὶ ἐγέννησεν τὸν Καινάν.
Genesis 5:10	καὶ ἔζησεν Ἐνὼς μετὰ τὸ γεννῆσαι αὐτὸν τὸν Καινὰν ἑπτακόσια καὶ δέκα πέντε ἔτη, καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας.
Genesis 5:11	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Ἐνὼς ἐννακόσια καὶ πέντε ἔτη, καὶ ἀπέθανεν. ⸆
Genesis 5:12	Καὶ ἔζησεν Καινὰν ἑκατὸν ἑβδομήκοντα ἔτη, καὶ ἐγέννησεν τὸν Μαλελεήλ.
Genesis 5:13	καὶ ἔζησεν Καινὰν μετὰ τὸ γεννῆσαι αὐτὸν τὸν Μαλελεὴλ ἑπτακόσια καὶ τεσσεράκοντα ἔτη, καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας.
Genesis 5:14	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Καινὰν ἐννακόσια καὶ δέκα ἔτη, καὶ ἀπέθανεν.
Genesis 5:15	Καὶ ἔζησεν Μαλελεὴλ ἑκατὸν καὶ ἑξήκοντα πέντε ἔτη, καὶ ἐγέννησεν τὸν Ἰάρεδ.
Genesis 5:16	καὶ ἔζησεν Μαλελεὴλ μετὰ τὸ γεννῆσαι αὐτὸν τὸν Ἰάρεδ ἑπτακόσια καὶ τριάκοντα ἔτη, καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας.
Genesis 5:17	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Μαλελεὴλ ὀκτακόσια καὶ ἐνενήκοντα πέντε ἔτη, καὶ ἀπέθανεν.
Genesis 5:18	⸂⸆⸃ Καὶ ἔζησεν Ἰάρεδ ἑκατὸν καὶ ἑξήκοντα δύο ἔτη, καὶ ἐγέννησεν τὸν Ἑνώχ.
Genesis 5:19	καὶ ἔζησεν Ἰάρεδ μετὰ τὸ γεννῆσαι αὐτὸν τὸν Ἑνὼχ ὀκτακόσια ἔτη, καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας.
Genesis 5:20	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Ἰάρεδ ἐννακόσια καὶ ἑξήκοντα δύο ἔτη, καὶ ἀπέθανεν.
Genesis 5:21	Καὶ ἔζησεν Ἑνὼχ ἑκατὸν καὶ ἑξήκοντα πέντε ἔτη, καὶ ἐγέννησεν τὸν Μαθουσάλα.
Genesis 5:22	εὐηρέστησεν δὲ Ἑνὼχ τῷ θεῷ μετὰ τὸ γεννῆσαι αὐτὸν τὸν Μαθουσάλα διακόσια ἔτη, καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας.
Genesis 5:23	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Ἑνὼχ τριακόσια ἑξήκοντα πέντε ἔτη.
Genesis 5:24	καὶ εὐηρέστησεν Ἑνὼχ τῷ θεῷ· καὶ οὐχ ηὑρίσκετο, διότι μετέθηκεν αὐτὸν ὁ θεός.
Genesis 5:25	Καὶ ἔζησεν Μαθουσάλα ἑκατὸν καὶ ὀγδοήκοντα ἑπτὰ ἔτη, καὶ ἐγέννησεν τὸν Λάμεχ.
Genesis 5:26	καὶ ἔζησεν Μαθουσάλα μετὰ τὸ γεννῆσαι αὐτὸν τὸν Λάμεχ ἑπτακόσια καὶ ὀγδοήκοντα δύο ἔτη, καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας.
Genesis 5:27	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Μαθουσάλα ἃς ἔζησεν ἐννακόσια καὶ ἑξήκοντα ἐννέα ἔτη, καὶ ἀπέθανεν.
Genesis 5:28	Καὶ ἔζησεν Λάμεχ ἑκατὸν ὀγδοήκοντα ὀκτὼ ἔτη, καὶ ἐγέννησεν υἱόν.
Genesis 5:29	καὶ ἐπωνόμασεν τὸ ὄνομα αὐτοῦ Νῶε λέγων Οὗτος διαναπαύσει ἡμᾶς ἀπὸ τῶν ἔργων ἡμῶν καὶ ἀπὸ τῶν λυπῶν τῶν χειρῶν ἡμῶν ⸆ καὶ ἀπὸ τῆς γῆς ἧς κατηράσατο Κύριος ὁ θεός.
Genesis 5:30	καὶ ἔζησεν Λάμεχ μετὰ τὸ γεννῆσαι αὐτὸν τὸν Νῶε πεντακόσια καὶ ἑξήκοντα πέντε ἔτη, καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας.
Genesis 5:31	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Λάμεχ ἑπτακόσια καὶ πεντήκοντα τρία ἔτη, καὶ ἀπέθανεν.
Genesis 6:1	Καὶ ἦν Νῶε ἐτῶν πεντακοσίων, καὶ ἐγέννησεν Νῶε τρεῖς υἱούς, τὸν Σήμ, τὸν Χάμ, τὸν Ἰάφεθ. Καὶ ἐγένετο ἡνίκα ἤρξαντο οἱ ἄνθρωποι πολλοὶ γίνεσθαι ἐπὶ τῆς γῆς, καὶ θυγατέρες ἐγενήθησαν αὐτοῖς·
Genesis 6:2	ἰδόντες δὲ οἱ ἄγγελοι τοῦ θεοῦ τὰς θυγατέρας τῶν ἀνθρώπων ὅτι καλαί εἰσιν, ἔλαβον ἑαυτοῖς γυναῖκας ἀπὸ πασῶν ὧν ἐξελέξαντο.
Genesis 6:3	καὶ εἶπεν Κύριος ὁ θεός Οὐ μὴ καταμείνῃ τὸ πνεῦμά μου ἐν τοῖς ἀνθρώποις τούτοις εἰς τὸν αἰῶνα, διὰ τὸ εἶναι αὐτοὺς σάρκας· ἔσονται δὲ αἱ ἡμέραι αὐτῶν ἑκατὸν εἴκοσι ἔτη.
Genesis 6:4	οἱ δὲ γίγαντες ἦσαν ἐπὶ τῆς γῆς ἐν ⸂⸆⸃ ταῖς ἡμέραις ἐκείναις, καὶ μετ᾽ ἐκεῖνο ὡς ἂν εἰσεπορεύοντο οἱ υἱοὶ τοῦ θεοῦ πρὸς τὰς θυγατέρας τῶν ἀνθρώπων, καὶ ἐγεννῶσαν ἑαυτοῖς· ἐκεῖνοι ἦσαν οἱ γίγαντες οἱ ἀπ᾽ αἰῶνος, οἱ ἄνθρωποι οἱ ὀνομαστοί.
Genesis 6:5	ἰδὼν δὲ Κύριος ὁ θεὸς ὅτι ἐπληθύνθησαν αἱ κακίαι τῶν ἀνθρώπων ἐπὶ τῆς γῆς, καὶ πᾶς τις διανοεῖται ἐν τῇ καρδίᾳ αὐτοῦ ἐπιμελῶς ἐπὶ τὰ πονηρὰ πάσας τὰς ἡμέρας·
Genesis 6:6	καὶ ἐνεθυμήθη ὁ θεὸς ὅτι ἐποίησεν τὸν ἄνθρωπον ἐπὶ τῆς γῆς, καὶ διενοήθη.
Genesis 6:7	καὶ εἶπεν ὁ θεός Ἀπαλείψω τὸν ἄνθρωπον ὃν ἐποίησα ἀπὸ προσώπου τῆς γῆς, ἀπὸ ἀνθρώπου ἕως κτήνους καὶ ἀπὸ ἑρπετῶν ἕως τῶν πετεινῶν τοῦ οὐρανοῦ· ὅτι ἐθυμώθην ὅτι ἐποίησα αὐτούς.
Genesis 6:8	Νῶε δὲ εὗρεν χάριν ἐναντίον Κυρίου τοῦ θεοῦ.
Genesis 6:9	Αὗται δὲ αἱ γενέσεις Νῶε. Νῶε ἄνθρωπος δίκαιος, τέλειος ὢν ἐν τῇ γενέσει αὐτοῦ· τῷ θεῷ εὐηρέστησεν Νῶε.
Genesis 6:10	ἐγέννησεν δὲ Νῶε τρεῖς υἱούς, τὸν Σήμ, τὸν Χάμ, τὸν Ἰάφεθ.
Genesis 6:11	ἐφθάρη δὲ ἡ γῆ ἐναντίον τοῦ θεοῦ, καὶ ἐπλήσθη ἡ γῆ ἀδικίας.
Genesis 6:12	καὶ ἴδεν Κύριος ὁ θεὸς τὴν γῆν, καὶ ἦν κατεφθαρμένη, ὅτι κατέφθειρεν πᾶσα σὰρξ τὴν ὁδὸν αὐτοῦ ἐπὶ τῆς γῆς.
Genesis 6:13	Καὶ εἶπεν ὁ θεὸς πρὸς Νῶε Καιρὸς παντὸς ἀνθρώπου ἥκει ἐναντίον μου, ὅτι ἐπλήσθη ἡ γῆ ἀδικίας ἀπ᾽ αὐτῶν· καὶ ἰδοὺ ἐγὼ καταφθείρω αὐτοὺς καὶ τὴν γῆν.
Genesis 6:14	ποίησον οὖν σεαυτῷ κιβωτὸν ἐκ ξύλων τετραγώνων· νοσσιὰς ποιήσεις τὴν κιβωτόν, καὶ ἀσφαλτώσεις αὐτὴν ἔσωθεν καὶ ἔξωθεν τῇ ἀσφάλτῳ.
Genesis 6:15	καὶ οὕτως ποιήσεις τὴν κιβωτόν· τριακοσίων πήχεων τὸ μῆκος τῆς κιβωτοῦ, καὶ πεντήκοντα πήχεων τὸ πλάτος, καὶ τριάκοντα πήχεων τὸ ὕψος αὐτῆς.
Genesis 6:16	ἐπισυνάγων ποιήσεις τὴν κιβωτόν, καὶ εἰς πῆχυν συντελέσεις αὐτὴν ἄνωθεν· τὴν δὲ θύραν τῆς κιβωτοῦ ποιήσεις ἐκ πλαγίων· κατάγαια διώροφα καὶ τριώροφα ποιήσεις αὐτήν. ⸆
Genesis 6:17	ἐγὼ δὲ ἰδοὺ ἐπάγω τὸν κατακλυσμὸν ὕδωρ ἐπὶ τὴν γῆν, καταφθεῖραι πᾶσαν σάρκα ἐν ᾗ ἐστὶν ἐν αὐτῇ πνεῦμα ζωῆς ὑποκάτω τοῦ οὐρανοῦ· καὶ ὅσα ἐὰν ᾖ ἐπὶ τῆς γῆς τελευτήσει.
Genesis 6:18	καὶ στήσω τὴν διαθήκην μου πρὸς σέ· εἰσελεύσῃ δὲ εἰς τὴν κιβωτόν, σὺ καὶ οἱ υἱοί σου καὶ ἡ γυνή σου καὶ αἱ γυναῖκες τῶν υἱῶν σου μετὰ σοῦ.
Genesis 6:19	καὶ ἀπὸ πάντων τῶν κτηνῶν καὶ ἀπὸ πάντων τῶν ἑρπετῶν καὶ ἀπὸ πάντων τῶν θηρίων καὶ ἀπὸ πάσης σαρκός, δύο δύο ἀπὸ πάντων εἰσάξεις εἰς τὴν κιβωτόν, ἵνα τρέφῃς μετὰ σεαυτοῦ· ἄρσεν καὶ θῆλυ ἔσονται.
Genesis 6:20	ἀπὸ πάντων τῶν ὀρνέων τῶν πετεινῶν κατὰ γένος καὶ ἀπὸ πάντων τῶν κτηνῶν κατὰ γένος καὶ ἀπὸ πάντων τῶν ἑρπετῶν τῶν ἑρπόντων ἐπὶ τῆς γῆς κατὰ γένος αὐτῶν, δύο δύο ἀπὸ πάντων εἰσελεύσονται πρὸς σὲ τρέφεσθαι μετὰ σοῦ, ἄρσεν καὶ θῆλυ.
Genesis 6:21	σὺ δὲ λήμψῃ σεαυτῷ ἀπὸ πάντων τῶν βρωμάτων ἃ ἔδεσθε, καὶ συνάξεις πρὸς σεαυτόν, καὶ ἔσται σοὶ καὶ ἐκείνοις φαγεῖν.
Genesis 6:22	καὶ ἐποίησεν Νῶε πάντα ὅσα ἐνετείλατο αὐτῷ Κύριος ὁ θεός, οὕτως ἐποίησεν.
Genesis 7:1	⸂⸆⸃ Καὶ εἶπεν Κύριος ὁ θεὸς πρὸς Νῶε Εἴσελθε σὺ καὶ πᾶς ὁ οἶκός σου εἰς τὴν κιβωτόν, ὅτι σὲ ἴδον δίκαιον ἐναντίον μου ἐν τῇ γενεᾷ ταύτῃ.
Genesis 7:2	ἀπὸ δὲ τῶν κτηνῶν τῶν καθαρῶν εἰσάγαγε πρὸς σὲ ἑπτὰ ἑπτὰ ἄρσεν καὶ θῆλυ, ἀπὸ δὲ τῶν κτηνῶν τῶν μὴ καθαρῶν δύο δύο ἄρσεν καὶ θῆλυ·
Genesis 7:3	καὶ ἀπὸ τῶν πετεινῶν τοῦ οὐρανοῦ τῶν καθαρῶν ἑπτὰ ἑπτὰ ἄρσεν καὶ θῆλυ, καὶ ἀπὸ πάντων τῶν πετεινῶν τῶν μὴ καθαρῶν δύο δύο ἄρσεν καὶ θῆλυ, διαθρέψαι σπέρμα ἐπὶ πᾶσαν τὴν γῆν.
Genesis 7:4	ἔτι γὰρ ἡμερῶν ἑπτὰ ἐγὼ ἐπάγω ὑετὸν ἐπὶ τὴν γῆν τεσσεράκοντα ἡμέρας καὶ τεσσεράκοντα νύκτας, καὶ ἐξαλείψω πᾶν τὸ ἀνάστεμα ὃ ἐποίησα ἀπὸ προσώπου τῆς γῆς.
Genesis 7:5	καὶ ἐποίησεν Νῶε πάντα ὅσα ἐνετείλατο αὐτῷ Κύριος ὁ θεός. ⸆
Genesis 7:6	Νῶε δὲ ἦν ἐτῶν ἑξακοσίων καὶ ὁ κατακλυσμὸς ἦν ἐπὶ τῆς γῆς.
Genesis 7:7	εἰσῆλθεν δὲ Νῶε καὶ οἱ υἱοὶ αὐτοῦ καὶ ἡ γυνὴ αὐτοῦ καὶ αἱ γυναῖκες τῶν υἱῶν αὐτοῦ μετ᾽ αὐτοῦ εἰς τὴν κιβωτὸν διὰ τὸ ὕδωρ τοῦ κατακλυσμοῦ.
Genesis 7:8	καὶ ἀπὸ τῶν πετεινῶν καὶ ἀπὸ τῶν ⸂⸆⸃ κτηνῶν τῶν καθαρῶν καὶ ἀπὸ τῶν κτηνῶν τῶν μὴ καθαρῶν καὶ ἀπὸ τῶν πετεινῶν καὶ ἀπὸ πάντων τῶν ἑρπετῶν τῶν ἐπὶ τῆς γῆς
Genesis 7:9	δύο δύο εἰσῆλθον πρὸς Νῶε εἰς τὴν κιβωτόν, ἄρσεν καὶ θῆλυ, καθὰ ἐνετείλατο αὐτῷ ὁ θεός.
Genesis 7:10	Καὶ ἐγένετο μετὰ τὰς ἑπτὰ ἡμέρας καὶ τὸ ὕδωρ τοῦ κατακλυσμοῦ ἐγένετο ἐπὶ τῆς γῆς.
Genesis 7:11	ἐν τῷ ἑξακοσιοστῷ ἔτει ἐν τῇ ζωῇ τοῦ Νῶε τοῦ δευτέρου μηνός, ἑβδόμῃ καὶ εἰκάδι τοῦ μηνός, τῇ ἡμέρᾳ ταύτῃ ἐρράγησαν πᾶσαι αἱ πηγαὶ τῆς ἀβύσσου, καὶ οἱ καταράκται τοῦ οὐρανοῦ ἠνεῴχθησαν·
Genesis 7:12	καὶ ἐγένετο ὁ ὑετὸς ἐπὶ τῆς γῆς τεσσεράκοντα ἡμέρας καὶ τεσσεράκοντα νύκτας.
Genesis 7:13	Ἐν τῇ ἡμέρᾳ ταύτῃ εἰσῆλθεν Νῶε, Σήμ, Χάμ, Ἰάφεθ, υἱοὶ Νῶε, καὶ ἡ γυνὴ Νῶε καὶ αἱ τρεῖς γυναῖκες τῶν υἱῶν αὐτοῦ μετ᾽ αὐτοῦ εἰς τὴν κιβωτόν.
Genesis 7:14	καὶ πάντα τὰ θηρία κατὰ γένος καὶ πάντα τὰ κτήνη κατὰ γένος καὶ πᾶν ἑρπετὸν κινούμενον ἐπὶ τῆς γῆς κατὰ γένος καὶ πᾶν πετεινὸν κατὰ γένος
Genesis 7:15	εἰσῆλθον πρὸς Νῶε εἰς τὴν κιβωτόν, δύο δύο ἄρσεν καὶ θῆλυ ἀπὸ πάσης σαρκὸς ἐν ᾧ ἐστὶν πνεῦμα ζωῆς.
